COMMON	ATM	ATR	BAP1	BLM	BRCA1	BRCA2	BRIP1	CDK12	CENPA	CENPK	CENPL	CENPM	CENPN	CENPU	CENPW	CHEK1	CHEK2	FANCA	FANCC	FANCD2	FANCE	FANCF	HJURP	MRE11	NDC80	NLRP2	NUF2	OIP5	PALB2	RAD51B	RAD51C	RAD51D	SPC24	SPC25	TP53	WRN	ZWINT	
TCGA-D8-A1XY-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8152	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.3384	-1.0634	-0.1424	-0.8379	-0.887	4.5686	-0.2618	0.7529	0.8488	-0.972	-1.1637	-1.1423	2.3423	-1.0561	
TCGA-AQ-A54O-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.3537	-0.6591	-0.1674	1.7429	-0.9192	-1.1963	0.3057	0.2596	-1.271	-0.9864	-0.0161	0.1624	-1.2631	-0.839	
TCGA-A7-A0CD-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.641	-0.4447	0.7259	-0.6044	-0.2713	1.2135	0.1342	1.783	2.6065	-0.39	-0.1158	-1.0698	0.2474	-0.43	
TCGA-E9-A22D-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.845	1.2288	1.5373	1.4531	0.5897	1.8492	0.0536	-0.0721	2.5908	0.8294	2.3009	-0.8422	-1.7144	2.2289	
TCGA-AC-A3W5-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9703	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7801	-0.325	-0.7794	0.2237	-0.3044	-0.856	-0.4637	-1.7344	-0.3547	0.4471	-0.4893	-1.588	-1.5493	-0.3215	
TCGA-E2-A14R-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1641	1.7746	-0.0704	2.9733	1.4182	0.863	0.4905	3.3615	0.1864	2.5099	2.0675	2.1127	0.5035	1.786	
TCGA-E2-A153-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8947	-0.8795	-0.1923	-0.6445	-0.9771	1.1882	-0.2485	-0.5293	-0.3825	-0.7344	-0.7656	-0.4976	-0.6351	-1.0976	
TCGA-A2-A0EQ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8351	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2103	0.5955	-0.781	0.8953	0.0846	-0.5077	-0.4593	1.7426	1.153	3.4432	1.1897	1.3114	-0.9103	2.1892	
TCGA-E9-A229-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7347	0.0991	0.4268	0.3451	-0.4205	0.769	-0.1443	-0.4882	0.8216	0.3821	0.3924	-0.8701	-0.3431	-0.1653	
TCGA-E2-A574-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4243	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9327	0.0669	0.7075	3.7378	3.1507	-1.3819	0.2547	2.4053	-1.2282	0.7679	0.2405	2.1727	-1.8753	-0.3799	
TCGA-A8-A08Z-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.2677	-0.2796	0.8538	0.1189	-0.1993	2.0418	-0.1028	-0.1951	-0.5152	-0.3228	-0.521	-0.274	0.5826	-0.5499	
TCGA-BH-A1FH-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5501	-0.9612	-0.7141	-0.8779	-1.0683	-0.5682	-0.2183	1.3143	0.3323	-0.7673	-1.0946	-0.757	0.9191	-0.9321	
TCGA-A1-A0SJ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3864	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6718	-0.609	-0.7825	0.6663	-0.0293	0.3924	-0.3331	-0.6663	-0.2057	-0.2501	-0.7252	-1.0335	0.7968	-0.7134	
TCGA-E9-A1RC-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1028	-0.5226	3.4668	0.0488	-0.8066	6.2142	0.5988	-0.8008	0.8733	-0.3767	-0.6224	0.3535	2.0496	-0.2291	
TCGA-AR-A0TX-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0741	-0.3491	-0.7739	-0.3951	-0.639	-1.4205	-0.3354	-1.3735	4.9234	0.2255	0.2891	-0.6451	-0.613	0.1041	
TCGA-E9-A1N5-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0764	-0.1556	-0.7831	-0.3727	-0.0074	3.4833	-0.1559	-0.5841	-1.0091	0.9472	-0.0523	-0.8194	0.9932	0.4275	
TCGA-A2-A4S3-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1212	1.6254	1.533	1.7943	1.9925	-0.1464	2.323	-2.0023	-1.2613	2.5678	1.7345	-0.6722	-0.7792	5.3604	
TCGA-A2-A0SX-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.5136	0.3945	0.6894	2.8387	-0.2373	-0.1922	0.0633	-0.1845	-0.0958	1.8612	-0.0038	3.5294	-0.2932	0.0411	
TCGA-A2-A3XV-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.0732	-0.0808	-0.8092	-0.7254	0.6873	-1.8959	-0.1907	2.8562	0.1316	-0.1269	-0.701	-1.0555	-1.9174	0.0638	
TCGA-E2-A15I-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1715	-1.0638	-0.5976	-0.7294	-0.9433	1.8385	0.2497	-0.9305	-0.42	-0.9978	-1.0262	-0.8316	0.3045	-1.1279	
TCGA-AC-A2FG-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5584	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.531	-0.9695	0.0092	-0.6835	-0.723	0.8443	1.4162	-0.517	-0.3342	-0.6863	-1.1984	0.069	0.0837	-0.9184	
TCGA-B6-A0RO-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6936	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8861	-0.8843	1.0432	-0.8498	-0.7606	-0.5923	0.8999	-0.3651	0.712	-0.8451	-0.633	-0.1478	0.1273	-0.4755	
TCGA-GM-A2DC-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1643	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7937	-1.0676	0.8898	-1.074	-1.1341	-0.0076	0.503	-0.3107	0.1186	-1.037	-1.3241	-1.5212	-1.0132	-1.152	
TCGA-E2-A1IK-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9152	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3195	-0.4961	-0.7132	-0.1772	-0.5794	-1.5964	-0.2455	0.1008	0.2838	-0.6593	-0.4364	-0.3778	-1.1034	-0.782	
TCGA-D8-A1X8-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0906	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9438	-0.2871	1.821	-0.1853	-0.4508	0.3051	-0.1652	0.813	0.3755	-0.4997	-0.3118	-0.4624	-0.3578	-0.5104	
TCGA-A8-A08O-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4826	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1266	-0.2802	-0.7869	-0.1045	-0.5468	0.8513	-0.3027	-0.5	0.8624	-0.628	-0.2601	-0.8444	0.8067	-0.2007	
TCGA-A8-A090-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.3986	-0.4499	-0.4586	0.2825	0.1461	2.0187	-0.4698	0.1319	0.6707	-0.2092	0.1829	-1.5148	1.9972	0.3853	
TCGA-A7-A426-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5815	-0.8982	-0.1783	-0.0174	-0.6509	-0.3272	-0.1083	-0.7107	-0.5797	-0.3711	-0.6866	-0.0645	-1.4103	-0.7002	
TCGA-AR-A24O-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5753	-0.2257	-0.7668	-0.3351	0.0509	-0.0878	0.2104	-0.5183	-0.975	-0.7236	0.6411	-0.6231	0.3353	-0.3763	
TCGA-D8-A1XC-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8571	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6734	-0.7717	-0.8098	0.1446	-0.8181	-0.262	-0.4786	-0.4874	-0.7794	-0.6005	-0.8726	-0.4983	-0.3042	-0.903	
TCGA-AR-A1AO-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.159	-0.0678	-0.5538	-0.2791	-0.2638	0.8346	-0.2153	0.4604	-1.0175	-0.4369	-0.2991	-0.612	0.1936	-0.1505	
TCGA-E2-A1BC-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9536	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4904	-1.0565	0.5855	-1.1272	-0.959	2.949	-0.1277	-0.6643	-1.7128	-1.0618	-1.3086	-1.0022	0.9965	-1.0419	
TCGA-A8-A09D-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5906	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2433	-0.1112	1.9609	-0.1612	0.3018	-1.3903	-0.4947	-0.1725	0.2059	-0.8257	0.1258	0.8367	0.6064	-0.2581	
TCGA-B6-A0IP-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.118	-0.375	0.1262	-0.4093	0.1015	1.2005	-0.1337	-0.4887	-0.2285	-0.5798	-0.1827	1.3064	-0.7962	0.1503	
TCGA-BH-A1ES-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.5888	-0.9503	-0.8112	-0.5741	-0.9368	-1.048	-0.4531	0.3052	-0.0049	-0.7847	-1.1757	-1.6964	-1.5524	-0.9499	
TCGA-E9-A3QA-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4048	0.9658	-0.5063	1.1788	1.3529	0.3045	-0.4748	-0.854	0.8041	0.1098	0.0545	3.3235	0.0269	-0.3117	
TCGA-E2-A15T-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2884	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8832	0.012	-0.8117	0.0696	0.2633	0.9115	-0.2783	0.4837	0.5348	1.0264	0.5512	-1.3738	3.0781	0.3388	
TCGA-C8-A3M7-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2749	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5756	-0.5985	-0.7602	-0.0541	-0.5176	0.203	-0.0221	-0.8205	-0.7064	-0.3487	-0.605	-0.9434	-0.2739	-0.1039	
TCGA-EW-A1PG-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0769	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1135	-1.0593	-0.0478	-1.0042	-1.087	0.8707	-0.3512	-0.6593	-0.8561	-1.0368	-1.2077	0.0628	1.4662	-1.248	
TCGA-BH-A0DX-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5764	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4037	-0.5479	0.718	0.0107	-0.5471	0.0478	-0.2063	0.3039	-1.574	-0.2023	-0.3519	-0.6182	-0.3469	-0.2211	
TCGA-BH-A0E9-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8608	-0.6871	0.877	2.168	-0.6647	0.8359	0.0599	-0.0723	0.5512	-0.4688	-0.6787	-0.5322	1.7093	-0.7809	
TCGA-A8-A09Z-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5564	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4435	-0.7166	0.8897	-0.5209	-0.3418	-1.1593	-0.3199	-1.111	-0.6824	-0.383	-0.7838	0.2831	-0.5805	-0.3687	
TCGA-BH-A0B5-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7247	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1076	0.3914	1.1204	1.2489	0.0392	1.416	-0.3033	-0.9875	0.935	1.5211	1.3626	0.2379	1.4716	1.2364	
TCGA-A8-A07B-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8931	0.3079	-0.7847	0.2866	-0.4843	-1.6392	-0.6228	0.0217	-2.3312	-0.5259	0.5589	-2.0867	-1.0955	1.1464	
TCGA-EW-A3E8-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3889	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1796	-0.7849	-0.1541	-0.7475	-0.855	-0.3492	-0.2079	-0.037	0.4994	-0.0895	-0.1306	-1.0262	-1.0901	-0.1719	
TCGA-D8-A1JG-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.4515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7453	0.1854	-0.6756	0.5792	0.4004	-0.1394	-0.507	0.3133	1.0935	0.3792	0.2598	-1.721	1.2593	0.1652	
TCGA-B6-A0IE-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1643	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3226	0.2349	0.4695	1.1961	0.6514	0.7024	-0.1764	2.5265	-0.6493	-0.3761	-0.3029	-1.5903	-0.4722	1.3988	
TCGA-AC-A2QJ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.1911	-0.2677	-0.6726	-0.4711	-0.5768	-2.5785	-0.3511	-0.2903	0.1301	0.7464	-0.0849	-1.9155	-2.1145	-0.8374	
TCGA-AN-A0FT-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.0513	-0.2386	-0.793	0.1265	-0.3475	-0.7539	-0.3324	-1.4474	-2.0449	-0.949	-0.4415	0.9831	-1.9145	-0.4349	
TCGA-AC-A2B8-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2359	-0.7984	1.4327	-0.7617	-0.7224	2.4074	-0.2378	-1.306	-0.0977	-0.7651	-0.8876	-0.1106	0.1163	-0.7084	
TCGA-C8-A26X-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2059	-0.3483	-0.6842	-0.4261	2.3303	-0.8423	0.3212	2.6875	-0.1686	0.4983	-0.3485	-0.2838	-1.1721	0.2475	
TCGA-A1-A0SF-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6945	-0.5005	1.2188	-0.4246	-0.48	0.9772	-0.254	-0.6033	-0.7301	-0.0336	-0.1861	-0.1888	-1.5946	-0.2276	
TCGA-AN-A0FJ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1957	2.7832	-0.8065	1.0955	1.9093	-0.4293	-0.2462	-0.2811	-1.0666	0.2429	0.2456	-2.0768	3.8607	0.9963	
TCGA-E9-A1NI-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3602	0.4072	-0.7966	1.0275	-0.089	1.1603	0.2842	1.7355	-0.1064	-0.0938	-0.0369	0.4211	-1.1378	0.1686	
TCGA-A2-A0D3-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3222	-1.0637	-0.8	-0.9067	-0.8845	3.3057	-0.0459	-1.0251	-0.0712	-1.018	-1.3353	2.2262	2.2762	-1.083	
TCGA-A2-A0CR-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.37	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.7928	-0.6024	-0.0708	-0.8191	0.0677	-1.6041	0.5519	-0.4084	-0.9656	0.0084	-0.3854	0.1386	-1.8823	-0.2699	
TCGA-E2-A14V-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.6222	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4619	0.6414	-0.7782	3.9683	0.0804	2.4946	-0.3408	7.6157	-0.0834	0.6846	0.8863	0.2974	-0.5542	1.4527	
TCGA-BH-A0HA-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4878	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8389	-0.1251	0.3038	0.3288	-0.3033	-0.1513	-0.139	-0.4004	0.0577	-0.8727	-0.1008	-0.7455	-1.0045	-0.4423	
TCGA-A8-A09B-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3105	-0.7728	-0.7996	-0.4367	-0.7938	1.9194	-0.1427	0.3643	-0.4312	-0.2101	-0.6982	0.4539	0.1169	-0.7792	
TCGA-E2-A1IJ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7302	-0.6551	-0.4494	-0.4432	-0.8767	1.084	-0.1624	-0.1064	-0.0958	-0.8582	-0.894	-0.6402	-0.418	-0.9094	
TCGA-D8-A1XA-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6344	-0.8259	0.3573	-0.6489	-0.2178	2.7503	1.1353	0.5167	0.8294	0.0037	-0.8238	-2.0894	1.3789	0.1474	
TCGA-E2-A56Z-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.5802	0.6921	-0.1123	0.4593	0.6572	0.4803	-0.525	0.067	0.2945	-0.2043	-0.0259	-0.5991	-1.2829	-0.0329	
TCGA-A2-A3Y0-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0514	2.4963	2.9765	2.4673	1.1597	1.2784	-0.4382	-2.0598	-1.2764	2.4176	1.2879	-1.4469	-1.4207	1.9282	
TCGA-A7-A425-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7593	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1707	-0.5232	-0.3401	0.1095	-0.2766	0.1433	-0.4026	-0.8789	-0.6302	1.0018	-0.3913	-0.5523	-1.551	0.0422	
TCGA-A2-A25C-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1596	0.0668	-0.788	1.8186	0.5544	0.3438	-0.0459	0.2647	1.8995	0.4563	1.7683	1.2727	1.7951	0.4629	
TCGA-AC-A3TM-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8362	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.6592	0.195	0.6794	0.8712	0.3072	-1.4081	-0.2583	2.8054	-0.9867	1.5286	1.8339	1.2051	-1.9635	0.6781	
TCGA-A8-A097-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.3999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0774	-0.1559	-0.7252	2.2531	0.7874	1.1077	0.1585	1.3751	1.8075	1.3005	0.5692	-1.5219	-1.1809	-0.3879	
TCGA-E2-A570-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6412	-0.3312	0.1661	0.3659	-0.1784	0.0381	-0.2824	-0.0129	-0.242	-0.3591	0.1507	-0.681	-0.9502	-0.6649	
TCGA-A2-A0ST-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3083	0.2031	-0.6911	0.215	0.2323	-0.1761	-0.1296	-0.6639	-0.1886	-0.3644	-0.081	1.788	0.0617	-0.4842	
TCGA-A2-A0T5-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2694	-0.2618	0.041	0.667	-0.3307	2.0338	-0.2366	-0.4048	-0.6419	-0.1864	-0.6209	2.1374	1.0393	-0.3602	
TCGA-D8-A1XL-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5057	0.6496	1.3491	1.3429	0.5173	0.5332	-0.3953	2.385	0.1722	1.0988	1.2786	0.4676	-1.885	0.3271	
TCGA-E2-A1IU-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1101	-0.6958	-0.8087	-0.3372	-0.7421	1.5289	-0.0138	1.095	-0.3279	-0.8942	-0.8326	-0.8128	0.3272	-0.2116	
TCGA-LL-A441-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6385	-0.5426	-0.0298	0.6778	-0.8116	-0.6742	-0.1807	-1.6193	0.9452	0.3499	-0.278	1.5282	-0.781	-0.9981	
TCGA-A8-A09M-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.4367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3261	-0.3566	-0.7848	0.3533	-0.3931	-0.0728	-0.5889	2.3841	0.9609	0.0012	-0.1004	-0.8447	0.4113	0.3839	
